,Unnamed: 0,Tweet Text,label,preprocessed_tweet
3297,Q4VDBHIBnqVB_HD3B2_c,@ladypalacios019 Sola tuya! 😏,Other,<user> sola tuya ! 😏
3298,QIVCBHIBnqVB_HD3c2tK,Hoy no es un buen día. Perdón.,Negative,hoy no es un buen día . perdón .
3299,QIVCBHIBnqVB_HD3om2f,"Feliz Domingo de Ramos a los que ya están despiertos, a los flojos No 😄",Positive,"feliz domingo de ramos a los que ya están despiertos , a los flojos no 😄"
3300,QIVDBHIBnqVB_HD3B27c,"Eso de que hoy estoy, mañana no, parce goodbye",Negative,"eso de que hoy estoy , mañana no , parce goodbye"
3301,QoVCBHIBnqVB_HD3P2qT,"Así estaba la 7ma esta noche, que falta de respeto, increíble.",Negative,"así estaba la 7 ma esta noche , que falta de respeto , increíble ."
3302,QoVCBHIBnqVB_HD3c2tK,"Lo más loco y hermoso es que 1 año y 8 meses después de haber puesto ese tweet lo logre, cumplí mi sueño de poder conoc…",Positive,"lo más loco y hermoso es que <number> año y <number> meses después de haber puesto ese tweet lo logre , cumplí mi sueño de poder conoc …"
3303,QoVCBHIBnqVB_HD3c2xK,Jajajaja sin duda alguna Helsinki Rooney xD https://t.co/A6CePex33t,Positive,jajajaja sin duda alguna helsinki rooney <laugh> <url>
3304,R4VCBHIBnqVB_HD3P2qT,Ya quiero ir a enfiestarme en una discoteca para terminar sentado en un andén a las 3:00am aburrido por el vacío emocional que no se llena con la fiesta.,Negative,ya quiero ir a enfiestarme en una discoteca para terminar sentado en un andén a las <time> aburrido por el vacío emocional que no se llena con la fiesta .
3305,R4VCBHIBnqVB_HD3om2f,"Empanada sin ají, no es empanada.",Non-healthy,"empanada sin ají , no es empanada ."
3306,RIVCBHIBnqVB_HD3P2qT,como así que hoy es viernes jajaja,Other,como así que hoy es viernes jajaja
3307,RYVCBHIBnqVB_HD3P2qT,¿Yo pa que putas subo una foto a la historia si usted no me la va a responder?,Negative,¿ yo pa que putas subo una foto a la historia si usted no me la va a responder ?
3308,RYVCBHIBnqVB_HD3om2f,No hay tormenta que sea eterna,Positive,no hay tormenta que sea eterna
3309,RoVCBHIBnqVB_HD3c2tK,Yo también no puedo dejar los trastes sucios por un rato porque me da ansiedad 🙃 termino de comer y luego luego los la…,Other,yo también no puedo dejar los trastes sucios por un rato porque me da ansiedad 🙃 termino de comer y luego luego los la …
3310,S4VCBHIBnqVB_HD3P2qT,Llevamos más de un mes viviendo de la nostalgia.,Negative,llevamos más de un mes viviendo de la nostalgia .
3311,S4VCBHIBnqVB_HD3c2tK,Que tu cuerpo es mi lugar favorito y tu boca mi comida favorita.,Positive,que tu cuerpo es mi lugar favorito y tu boca mi comida favorita .
3312,S4VCBHIBnqVB_HD3om2f,😥 ,Negative,😥
3313,SIVCBHIBnqVB_HD3P2mS,@MeYamo_Andres GRACIAS MIL!!!!! Gracias gracias gracias,Positive,<user> <allcaps> gracias mil </allcaps> ! <repeated> gracias gracias gracias
3314,SIVCBHIBnqVB_HD3c2tK,"💜[Nuevo Video]: 🧡""Rutina de mañana en mi nueva casa! (Cuarentena) ❤️ https://t.co/2p3KCV49YV 💋 @Paugalindo Corran ya a ver…",Positive,"💜 [ nuevo video ] : 🧡 "" rutina de mañana en mi nueva casa ! ( cuarentena ) ❤️ <url> 💋 <user> corran ya a ver …"
3315,SIVCBHIBnqVB_HD3omyf,"#yomequedoencasa ya casi, ya casi falta poco decían 😁🤭🤣 ",Other,"<hashtag> yo me quedo en casa </hashtag> ya casi , ya casi falta poco decían 😁 🤭 🤣"
3316,SIVDBHIBnqVB_HD3B2_c,@_carolinaaareyl Y será fantástico! 🤞🏼,Positive,<user> y será fantástico ! 🤞 🏼
3317,SYVCBHIBnqVB_HD3P2qT,Lo siento amiguitos de Twitter pero no me voy a cansar de quejarme de las prioridades tan pésimas que tomé por la cual estoy comiendo tanta mierda ahora.,Negative,lo siento amiguitos de twitter pero no me voy a cansar de quejarme de las prioridades tan pésimas que tomé por la cual estoy comiendo tanta mierda ahora .
3318,SYVCBHIBnqVB_HD3om2f,"Si señores, esta lloviendo en mi Arauca 🙌🏻",Other,"si señores , esta lloviendo en mi arauca 🙌 🏻"
3319,SYVCBHIBnqVB_HD3omyf,"En esta #cuarentena me ando trasnochando mas, que frijoles de calentado...",Other,"en esta <hashtag> c u aren t ena </hashtag> me ando trasnochando mas , que frijoles de calentado . <repeated>"
3320,SYVDBHIBnqVB_HD3B2_c,@ladypalacios019 Yo me gané el baloto contigo 🌸,Positive,<user> yo me gané el baloto contigo 🌸
3321,SoVCBHIBnqVB_HD3c2tK,Hoy video nuevo 💕🤩 rutina de mañana en mi nueva casa!,Practice_sports,hoy video nuevo 💕 🤩 rutina de mañana en mi nueva casa !
3322,SoVCBHIBnqVB_HD3om2f,ARAUCA- Seguimos invictos 🙏🏻Gloria a Dios 🙌🏻 ,Positive,<allcaps> arauca </allcaps> - seguimos invictos 🙏 🏻 gloria a dios 🙌 🏻
3323,SoVDBHIBnqVB_HD3B27c,Yo contándole a la persona que le gustó cómo estuvo mi día. ,Positive,yo contándole a la persona que le gustó cómo estuvo mi día .
3324,T4VCBHIBnqVB_HD3P2mS,@pepadeguama1 Gracias bella Mariana ! Infinitas gracias!,Positive,<user> gracias bella mariana ! infinitas gracias !
3325,T4VCBHIBnqVB_HD3P2qT,"que malo que te dejaste, el gatito que tenías porque, a mi me gustaba darte, sabiendo que no eras mía y eras de él",Other,"que malo que te dejaste , el gatito que tenías porque , a mi me gustaba darte , sabiendo que no eras mía y eras de él"
3326,T4VCBHIBnqVB_HD3omyf,"Iba a aprovechar esta cuarentena para purgarme, pero ya con los pedazos de papaya, que me dieron la semana pasada fue suficiente.

Literal la papaya fue lo que me purgo😑",Healthy,"iba a aprovechar esta cuarentena para purgarme , pero ya con los pedazos de papaya , que me dieron la semana pasada fue suficiente . literal la papaya fue lo que me purgo 😑"
3327,TIVCBHIBnqVB_HD3P2mS,@pao_g94 Tan Divina muchas gracias!,Positive,<user> tan divina muchas gracias !
3328,TIVCBHIBnqVB_HD3c2tK,Hermosa!!! Cuál te gusta más? La uno o la dos?❤️💜🧡 @Paugalindo,Positive,hermosa ! <repeated> cuál te gusta más ? la uno o la dos ? ❤️ 💜 🧡 <user>
3329,TIVCBHIBnqVB_HD3om2f,Que Dios bendiga siempre a mi Mamá ♡,Positive,que dios bendiga siempre a mi mamá ♡
3330,TIVCBHIBnqVB_HD3omyf,Lo de Nairobi en la #CasaDePapel4 me dio tristeza.... 😪 Ya quiero la 5ta temporada,Negative,lo de nairobi en la <hashtag> casa de papel 4 </hashtag> me dio tristeza . <repeated> 😪 ya quiero la 5 ta temporada
3331,TIVDBHIBnqVB_HD3B27c,"-Hola Juan quería decirte que tú también me gustas y me gustaría tener algo contigo.

-el ejército ",Other,- hola juan quería decirte que tú también me gustas y me gustaría tener algo contigo . - el ejército
3332,TIVDBHIBnqVB_HD3B2_c,"Me muero por que pase esto y poder ir a ver a mis abuelitos, no se imaginan la falta que me hacen 😭",Negative,"me muero por que pase esto y poder ir a ver a mis abuelitos , no se imaginan la falta que me hacen 😭"
3333,TYVCBHIBnqVB_HD3P2qT,“Odio” es una palabra muy corta para describir lo que siento por usted.,Negative,“ odio ” es una palabra muy corta para describir lo que siento por usted .
3334,TYVCBHIBnqVB_HD3c2tK,Vieron sus historias??! 💜🧡😘💋💖❤️ @Paugalindo hermosa!!,Positive,vieron sus historias ? ! <repeated> 💜 🧡 😘 💋 💖 ❤️ <user> hermosa ! <repeated>
3335,TYVCBHIBnqVB_HD3om2f,Necesito unas gomitas para calmar la ansiedad 🥺,Negative,necesito unas gomitas para calmar la ansiedad 🥺
3336,TYVDBHIBnqVB_HD3B27c,Tengo ganas de un abrazo de esos que te hacen saber que eres muy especial para una persona.,Other,tengo ganas de un abrazo de esos que te hacen saber que eres muy especial para una persona .
3337,ToVCBHIBnqVB_HD3P2mS,"@juank_fuentesp @osli2019 @LeiMejia @MellanoVha Uy concejal, excuse. Esa no es la respuesta. El hecho de que vivamos en diversas regiones del país no nos imposibilita de exponer una problemática que es en extremo aguda en Barranquilla: maltrato animal, ausencia estatal en la atención a los animales en condición de calle",Other,"<user> <user> <user> <user> uy concejal , excuse . esa no es la respuesta . el hecho de que vivamos en diversas regiones del país no nos imposibilita de exponer una problemática que es en extremo aguda en barranquilla : maltrato animal , ausencia estatal en la atención a los animales en condición de calle"
3338,ToVCBHIBnqVB_HD3c2tK,Me puse a ver videos viejos y me siento entre triste y feliz. Buena noche.,Other,me puse a ver videos viejos y me siento entre triste y feliz . buena noche .
3339,ToVCBHIBnqVB_HD3om2f,Todo lo que Dios permite tiene un propósito,Other,todo lo que dios permite tiene un propósito
3340,ToVCBHIBnqVB_HD3omyf,"Que rico es comer hamburguesa de lentejas en #cuarentena muy pocos tienen la fortuna de probar, esa delicia, mi mamá es un amor 😋😍",Healthy,"que rico es comer hamburguesa de lentejas en <hashtag> c u aren t ena </hashtag> muy pocos tienen la fortuna de probar , esa delicia , mi mamá es un amor 😋 😍"
3341,U4VCBHIBnqVB_HD3P2mS,@OpinaSantander @GobdeSantander @alcpiedecuesta @mariojcarvajal Qué dolor! Qué tristeza.,Negative,<user> <user> <user> <user> qué dolor ! qué tristeza .
3342,UIVCBHIBnqVB_HD3P2mS,@ina9pao Nequi? 😭 daviplata? La cuenta Bancolombia que ahí aparece? No tenemos más opciones 😭,Other,<user> nequi ? 😭 daviplata ? la cuenta bancolombia que ahí aparece ? no tenemos más opciones 😭
3343,UIVCBHIBnqVB_HD3om2f,Estrellitaaa🥺,Other,estrellitaa <elongated> 🥺
3344,UoVCBHIBnqVB_HD3c2tK,[Nuevas Noticias]: 💪 No te lo pierdas el 07/04 a las 7:45 #PowerNight #hermanascarvajalino @Paugalindo lo voy a ver!!! 🙏☯️…,Other,[ nuevas noticias ] : 💪 no te lo pierdas el <number> / <number> a las <time> <hashtag> power night </hashtag> <hashtag> hermanas carvajal i no </hashtag> <user> lo voy a ver ! <repeated> 🙏 ☯️ …
3345,V4VCBHIBnqVB_HD3P2mS,@Luladita Muchas gracias Vanessa!!! Ya se le van a comprar sus cositas 😭,Positive,<user> muchas gracias vanessa ! <repeated> ya se le van a comprar sus cositas 😭
3346,V4VCBHIBnqVB_HD3c2tK,@Paugalindo Ahora si ❤️,Positive,<user> ahora si ❤️
3347,VIVCBHIBnqVB_HD3P2mS,@Camilo_CGJ 😭😭😭😭😭😭😭 ay Camilo! Gracias gracias gracias 😭😭😭😭😭😭😭😭😭! Qué corazón el tuyo !,Negative,<user> 😭 😭 😭 😭 😭 😭 😭 ay camilo ! gracias gracias gracias 😭 😭 😭 😭 😭 😭 😭 😭 😭 ! qué corazón el tuyo !
3348,VIVCBHIBnqVB_HD3c2tK,Amo ver esa conexión tan grande que transmiten 😍❤️✨ Aparte tu mamá no quería dejar el rodillo 😂👌🏼 las amo❤️🙌 @Paugalind…,Positive,amo ver esa conexión tan grande que transmiten 😍 ❤️ ✨ aparte tu mamá no quería dejar el rodillo 😂 👌 🏼 las amo ❤️ 🙌 <user> …
3349,VIVCBHIBnqVB_HD3om2f,@MinSaludCol Esto va volando 😞,Negative,<user> esto va volando 😞
3350,VYVCBHIBnqVB_HD3P2mS,@Camilo_CGJ Ay no Camilo! 😭😭😭😭 no hagas eso! Y ahora? 😭😭😭😭😭😭 me has roto el corazón! Cómo así que donas y te quedas sin nada? 😭 y para comer tu?,Negative,<user> ay no camilo ! 😭 😭 😭 😭 no hagas eso ! y ahora ? 😭 😭 😭 😭 😭 😭 me has roto el corazón ! cómo así que donas y te quedas sin nada ? 😭 y para comer tu ?
3351,VoVCBHIBnqVB_HD3c2tK,Feliz domingo 💕,Positive,feliz domingo 💕
3352,X4VCBHIBnqVB_HD3omyf,"Lo único que me va a sorprender en este mes de abril, es que el viernes 03 inicia la 4ta temporada de la #CasaDePapel4

De resto ya vali verga y lesionado e inyesado menos mal siento que ya ha ido evolucionando mi dolor, pero saltar en un solo pie, si ha sido lo mas paila 😪",Negative,"lo único que me va a sorprender en este mes de abril , es que el viernes <number> inicia la 4 ta temporada de la <hashtag> casa de papel 4 </hashtag> de resto ya vali verga y lesionado e inyesado menos mal siento que ya ha ido evolucionando mi dolor , pero saltar en un solo pie , si ha sido lo mas paila 😪"
3353,XoVDBHIBnqVB_HD3B2_c,@pachoelmacho33 Para que la deje sola. 😒🤔,Negative,<user> para que la deje sola . 😒 🤔
3354,Y4VCBHIBnqVB_HD3P2qT,Ojalá 🥺. https://t.co/yrWyLfBpmi,Negative,ojalá 🥺 . <url>
3355,Y4VCBHIBnqVB_HD3omyf,"https://t.co/1SYAADBC4E y #bakerpizza me decepcionaron hoy en mi día #29 de cuarentena, pedí una pizza familiar, de pollo con champiñones y me trajeron fue una pizza de queso, lo único positivo a rescatar es que estaba rica, lo malo es que me trajeron lo que no pedi, 🤦‍♂️",Non-healthy,"<url> y <hashtag> baker pizza </hashtag> me decepcionaron hoy en mi día # <number> de cuarentena , pedí una pizza familiar , de pollo con champiñones y me trajeron fue una pizza de queso , lo único positivo a rescatar es que estaba rica , lo malo es que me trajeron lo que no pedi , 🤦 ‍ ♂️"
3356,Y4VDBHIBnqVB_HD3B27c,Ay si! Ya a la verga.,Negative,ay si ! ya a la verga .
3357,YIVCBHIBnqVB_HD3c2tK,No puedo con lo lindos que son😭❤,Positive,no puedo con lo lindos que son 😭 ❤
3358,YYVCBHIBnqVB_HD3c2tK,Bro me reí resto en este video xd,Positive,bro me reí resto en este video <laugh>
3359,YYVCBHIBnqVB_HD3om2f,"@edgarcami74 Amparito hermosa por dentro, bella  por fuera.",Positive,"<user> amparito hermosa por dentro , bella por fuera ."
3360,YYVDBHIBnqVB_HD3B27c,"Al final del día, que bueno sería que alguien te preguntara cómo estuvo todo",Positive,"al final del día , que bueno sería que alguien te preguntara cómo estuvo todo"
3361,YoVCBHIBnqVB_HD3c2tK,imaginen el esfuerzo que tuvieron para hacer esta intro 🥺💗 @AmiRodrigueZZ #LFDA 👨‍👩‍👧‍👦,Other,imaginen el esfuerzo que tuvieron para hacer esta intro 🥺 💗 <user> <hashtag> lfda </hashtag> 👨 ‍ 👩 ‍ 👧 ‍ 👦
3362,YoVCBHIBnqVB_HD3om2f,♥️ https://t.co/fmOnpXig0p,Positive,♥️ <url>
3363,Z4VCBHIBnqVB_HD3om2f,Qué bonito es leerte y sonreír!,Positive,qué bonito es leerte y sonreír !
3364,Z4VDBHIBnqVB_HD3B27c,Jamás ,Other,jamás
3365,ZIVCBHIBnqVB_HD3P2qT,"Pero la puta madre, hasta ovnis anoche y yo dormido.",Negative,"pero la puta madre , hasta ovnis anoche y yo dormido ."
3366,ZIVCBHIBnqVB_HD3om2f,"@cejaspobladas Muy necesario para estos tiempos tu buen humor, eres el mejor!",Positive,"<user> muy necesario para estos tiempos tu buen humor , eres el mejor !"
3367,ZIVDBHIBnqVB_HD3B27c,"Estoy aburrido, le haria un plan de entrenamiento a alguien, completamente gratis.",Practice_sports,"estoy aburrido , le haria un plan de entrenamiento a alguien , completamente gratis ."
3368,ZIVDBHIBnqVB_HD3B2_c,Me encanta! https://t.co/ok3PLMG0wk,Positive,me encanta ! <url>
3369,ZYVCBHIBnqVB_HD3P2qT,"No me vuelvo a dormir temprano, mirá todo lo que me perdí.",Negative,"no me vuelvo a dormir temprano , mirá todo lo que me perdí ."
3370,ZYVCBHIBnqVB_HD3c2tK,En 30 minutos #LFDA 👨‍👩‍👧‍👦,Other,en <number> minutos <hashtag> lfda </hashtag> 👨 ‍ 👩 ‍ 👧 ‍ 👦
3371,_4VCBHIBnqVB_HD3c2pK,NECESITO TUTORIAL DE ESTE MAKEUP 😍😍,Other,<allcaps> necesito tutorial de este makeup </allcaps> 😍 😍
3372,_4VDBHIBnqVB_HD3B27c,@____maca___ Hoy se te cumple los 3 día para que puedas dar me gusta y RT jajaj buenos días como amaneces bebé,Other,<user> hoy se te cumple los <number> día para que puedas dar me gusta y rt jajaj buenos días como amaneces bebé
3373,_IVCBHIBnqVB_HD3P2mT,Amén 🙏🏼🙏🏼 https://t.co/31ix60uK3r,Other,amén 🙏 🏼 🙏 🏼 <url>
3374,_IVCBHIBnqVB_HD3c2pK,Uwuu Nuevo video!! A verloooo🤩🤩 @Paugalindo,Positive,uwuu nuevo video ! <repeated> a verlo <elongated> 🤩 🤩 <user>
3375,_IVCBHIBnqVB_HD3c2tK,@shakira ¿Remix? 🙊🙊😍👌🏻,Other,<user> ¿ remix ? 🙊 🙊 😍 👌 🏻
3376,_IVCBHIBnqVB_HD3omyf,Creo que al finalizar mi semestre terminaré en alguna clínica de reposo para calmar la ansiedad tan hpta que me esta causando terminarlo.,Negative,creo que al finalizar mi semestre terminaré en alguna clínica de reposo para calmar la ansiedad tan hpta que me esta causando terminarlo .
3377,_YVCBHIBnqVB_HD3omyf,"Menos es más, la calidad primero. https://t.co/EiE3vqgUMZ",Other,"menos es más , la calidad primero . <url>"
3378,_YVDBHIBnqVB_HD3B27c,Rutina de hoy lista #gymencasa #YoMeQuedoEnCasa #PrimeroDios ,Practice_sports,rutina de hoy lista <hashtag> gym en casa </hashtag> <hashtag> yo me quedo en casa </hashtag> <hashtag> primero dios </hashtag>
3379,aIVCBHIBnqVB_HD3om2f,😍 ,Positive,😍
3380,aIVCBHIBnqVB_HD3omyf,"El 04 de abril, ya está disponible la 4ta temporada de la casa de papel... 😯😮 Confirmado....",Other,"el <number> de abril , ya está disponible la 4 ta temporada de la casa de papel . <repeated> 😯 😮 confirmado . <repeated>"
3381,aIVDBHIBnqVB_HD3B2_c,Día 39457261 me quemé la cara haciéndome una mascarilla 🙃,Other,día <number> me quemé la cara haciéndome una mascarilla 🙃
3382,aYVDBHIBnqVB_HD3B2_c,No sé porqué pero me entraron unas ganas absurdas de hacer esto. https://t.co/W1TFOTWcrb,Other,no sé porqué pero me entraron unas ganas absurdas de hacer esto . <url>
3383,aoVCBHIBnqVB_HD3P2qT,"@_danielaagudelo Nah, yo si no estoy solito jaja",Other,"<user> nah , yo si no estoy solito jaja"
3384,aoVCBHIBnqVB_HD3om2f,"Parc llevo 3 años en la empresa y todos los jefes que me han tocado han sido lo mejor de la vida, actualmente amo al que tengo 🥰",Positive,"parc llevo <number> años en la empresa y todos los jefes que me han tocado han sido lo mejor de la vida , actualmente amo al que tengo 🥰"
3385,aoVCBHIBnqVB_HD3omyf,"Sentir mucho no esta tan mal, así que deja de contenerte....",Other,"sentir mucho no esta tan mal , así que deja de contenerte . <repeated>"
3386,aoVDBHIBnqVB_HD3B2_c,@ladypalacios019 @Martabustilloo Esta bien. Lo haré JAJAJAJAJA,Positive,<user> <user> esta bien . lo haré <allcaps> jajajajaja </allcaps>
3387,b4VCBHIBnqVB_HD3c2tK,💚,Positive,💚
3388,b4VCBHIBnqVB_HD3om2f,Me tienes con las ganas puestas amor.,Other,me tienes con las ganas puestas amor .
3389,b4VDBHIBnqVB_HD3B27c,He visto gatos hermosos y luego esta esa gatita,Other,he visto gatos hermosos y luego esta esa gatita
3390,bIVCBHIBnqVB_HD3om2f,@Mjvc_0 Venga para acá 🤫💕,Positive,<user> venga para acá 🤫 💕
3391,bIVDBHIBnqVB_HD3B2_c,@her_sar09 Diosa ❤️,Positive,<user> diosa ❤️
3392,bYVDBHIBnqVB_HD3B27c,"Que nervios, quién ganara este partido ? ",Other,"que nervios , quién ganara este partido ?"
3393,boVCBHIBnqVB_HD3c2tK,"feliz cumpleaños mami 🎂🎈, eres la mejor persona de todo el mundo mundial, te amo hasta saturno 🪐",Positive,"feliz cumpleaños mami 🎂 🎈 , eres la mejor persona de todo el mundo mundial , te amo hasta saturno 🪐"
3394,boVCBHIBnqVB_HD3omyf,"@anasofia_ind Ah bueno bebe, yo ojala pudiera estar en esta cuarentena contigo 😘😍",Other,"<user> ah bueno bebe , yo ojala pudiera estar en esta cuarentena contigo 😘 😍"
3395,c4VCBHIBnqVB_HD3c2tK,Mi abuelo estará mañana contando su contacto con los extraterrestres! Por si quieren verlo 🥺.,Other,mi abuelo estará mañana contando su contacto con los extraterrestres ! por si quieren verlo 🥺 .
3396,c4VDBHIBnqVB_HD3B27c,Que asco! https://t.co/ZVsceCjDqS,Negative,que asco ! <url>
3397,cIVCBHIBnqVB_HD3c2tK,no lo puedo creer 🙄,Negative,no lo puedo creer 🙄
3398,cIVCBHIBnqVB_HD3om2f,Quiero besitos 🥺,Other,quiero besitos 🥺
3399,cIVDBHIBnqVB_HD3B2_c,Quierooooo🥺 https://t.co/9FH6EZN7BB,Other,quiero <elongated> 🥺 <url>
3400,cYVCBHIBnqVB_HD3P2mS,Lo que se debe de hacer.,Other,lo que se debe de hacer .
3401,cYVCBHIBnqVB_HD3P2qT,"@Mafe_Suarez19 Ahí si no mor, solo Motel y Berry",Other,"<user> ahí si no mor , solo motel y berry"
3402,coVCBHIBnqVB_HD3P2mS,@jst_juans Por seguridad hazlo jajah,Positive,<user> por seguridad hazlo jajah
3403,coVCBHIBnqVB_HD3c2tK,feliz día del niño 👦🏻,Positive,feliz día del niño 👦 🏻
3404,coVCBHIBnqVB_HD3om2f,Si antes hacer una fila en un banco era un estrés ahora es el triple 😩,Negative,si antes hacer una fila en un banco era un estrés ahora es el triple 😩
3405,coVDBHIBnqVB_HD3B27c,"""resistir, persistir y nunca desistir"" 

Cuando aplicas esas 4 palabras, te Cambia por completo la vida.",Positive,""" resistir , persistir y nunca desistir "" cuando aplicas esas <number> palabras , te cambia por completo la vida ."
3406,dIVCBHIBnqVB_HD3P2qT,"Que miedo ustedes jaajjsjajaja yo mejor no digo nada, Armenia es una recontrachimba es lo mejor del país 👀👀",Positive,"que miedo ustedes jaajjsjajaja yo mejor no digo nada , armenia es una recontrachimba es lo mejor del país 👀 👀"
3407,doVCBHIBnqVB_HD3c2tK,Feliz dia del niño🎈🎉 a mi niño favorito en todo el mundo @AmiRodrigueZZ,Positive,feliz dia del niño 🎈 🎉 a mi niño favorito en todo el mundo <user>
3408,doVDBHIBnqVB_HD3B27c,"@ServientregaCS 
Un producto retenido en bodega por más de una semana, lo devolvieron para el primer centro logístico al que llegó, no saben si se va a relizar la entrega, los asesores no tienen información de porque suceden las cosas 

En eso se resume mi experiencia.",Other,"<user> un producto retenido en bodega por más de una semana , lo devolvieron para el primer centro logístico al que llegó , no saben si se va a relizar la entrega , los asesores no tienen información de porque suceden las cosas en eso se resume mi experiencia ."
3409,eIVCBHIBnqVB_HD3om2f,"Yo dejare de comer tanto.

Mi ansiedad: JAJAJAJAJAJAJA
Mis amigas: JAJAJAJAJAJAJA
La vida y sus promociones: JAJAJAJAJAJAJAJAJAJAJAJAJA.",Non-healthy,yo dejare de comer tanto . mi ansiedad : <allcaps> jajajajajajaja </allcaps> mis amigas : <allcaps> jajajajajajaja </allcaps> la vida y sus promociones : <allcaps> jajajajajajajajajajajajaja </allcaps> .
3410,eYVCBHIBnqVB_HD3om2f,"2 a.m. llorando viendo una serie y trabajando, así de bipolar soy .-.",Negative,"<number> a . m . llorando viendo una serie y trabajando , así de bipolar soy . - ."
3411,eoVCBHIBnqVB_HD3om2f,Muerome 😍🥺 https://t.co/JhjKQWNoXX,Other,muerome 😍 🥺 <url>
3412,f4VCBHIBnqVB_HD3P2mS,"Yo odio escuchar audios largos, pero amo enviarlos JAJAJA",Negative,"yo odio escuchar audios largos , pero amo enviarlos <allcaps> jajaja </allcaps>"
3413,f4VCBHIBnqVB_HD3c2tK,Hace cuanto no toman jugo de mango?,Healthy,hace cuanto no toman jugo de mango ?
3414,f4VDBHIBnqVB_HD3B27c,"Te ves más viga con un reloj? Yo dizque entrenando, comprando suplementos, comiendo muy bien y estos cracks tienen el secreto del fitness. https://t.co/5tHjxpzFml",Other,"te ves más viga con un reloj ? yo dizque entrenando , comprando suplementos , comiendo muy bien y estos cracks tienen el secreto del fitness . <url>"
3415,f4VDBHIBnqVB_HD3B2_c,"Hay personas que con verlas ya te hacen feliz la vida 💓, gracias.",Positive,"hay personas que con verlas ya te hacen feliz la vida 💓 , gracias ."
3416,fYVCBHIBnqVB_HD3omyf,FELIZ 😍 https://t.co/2uUK8fUCd6,Positive,<allcaps> feliz </allcaps> 😍 <url>
3417,fYVDBHIBnqVB_HD3B27c,"""La re pena"" jajaja sentí una puñalada cuando escuché eso. https://t.co/eMregfl9BW",Other,""" la re pena "" jajaja sentí una puñalada cuando escuché eso . <url>"
3418,foVCBHIBnqVB_HD3c2tK,¿Cual es su jugo favorito?,Healthy,¿ cual es su jugo favorito ?
3419,g4VCBHIBnqVB_HD3omyf,I want a coffee 🥺 @joseraulaponte,Other,i want a coffee 🥺 <user>
3420,g4VDBHIBnqVB_HD3B2_c,"Domingo sin excusa nos vamos a entrenar leg day con toda la energía 🏋️‍♂️🏋️‍♂️🏋️‍♂️🤜🤛💪💪💪

#entrenamiento #entrenamientofuncional #disipline #disciplina #xtremotivation #fitnessmotivation #fitness #fit #fitnesslife… https://t.co/k7xYXDJPRm",Practice_sports,domingo sin excusa nos vamos a entrenar leg day con toda la energía 🏋 ️ ‍ ♂️ 🏋 ️ ‍ ♂️ 🏋 ️ ‍ ♂️ 🤜 🤛 💪 💪 💪 <hashtag> entrenamiento </hashtag> <hashtag> entrenamiento funcional </hashtag> <hashtag> disipline </hashtag> <hashtag> discip lina </hashtag> <hashtag> x tre motivation </hashtag> <hashtag> fitness motivation </hashtag> <hashtag> fitness </hashtag> <hashtag> fit </hashtag> <hashtag> fitness life </hashtag> … <url>
3421,gYVCBHIBnqVB_HD3c2pK,"Jajsjs q putas, y la botella de Buchanan’s vacía https://t.co/hEehE6T6L3",Negative,"jajsjs q putas , y la botella de buchanan ’ s vacía <url>"
3422,gYVCBHIBnqVB_HD3c2tK,"Bro @AmiRodrigueZZ se la vive en tendencias 🥺💗,es #2 en tendencias en Perú 🇵🇪💗",Other,"bro <user> se la vive en tendencias 🥺 💗 , es # <number> en tendencias en perú 🇵 🇪 💗"
3423,h4VDBHIBnqVB_HD3B27c,"'Necesitas una persona que crea en ti, cuando ni tu misma crees.' @SaschaFitness",Negative,"' necesitas una persona que crea en ti , cuando ni tu misma crees . ' <user>"
3424,h4VDBHIBnqVB_HD3B2_c,"A pesar de cualquier circustancia seguimos cada vez mas motivados asi sea desde casa 🤛🤜💪💪💪👊👊🏋️‍♂️🏋️‍♂️🏋️‍♂️👍👍

#entrenamiento #entrenamientofuncional #disipline #disciplina #xtremotivation #fitnessmotivation… https://t.co/0gmXdlXSDe",Practice_sports,a pesar de cualquier circustancia seguimos cada vez mas motivados asi sea desde casa 🤛 🤜 💪 💪 💪 👊 👊 🏋 ️ ‍ ♂️ 🏋 ️ ‍ ♂️ 🏋 ️ ‍ ♂️ 👍 👍 <hashtag> entrenamiento </hashtag> <hashtag> entrenamiento funcional </hashtag> <hashtag> disipline </hashtag> <hashtag> discip lina </hashtag> <hashtag> x tre motivation </hashtag> <hashtag> fitness motivation </hashtag> … <url>
3425,hIVCBHIBnqVB_HD3P2mS,Qué persona loca y mentirosa podría confirmar esoooooo Siento que a todos nos tiene paila 😖 Acábate ya xfa https://t.co/PNDqFiOeF3,Negative,qué persona loca y mentirosa podría confirmar eso <elongated> siento que a todos nos tiene paila 😖 acábate ya xfa <url>
